시설물명,시설물구분,시설물소재지,준공일자
장곡저수지,댐,충청남도 홍성군 장곡면,19780101
대사저수지,댐,충청남도 홍성군 갈산면,19840101
가곡저수지,댐,충청남도 홍성군 갈산면,19840101
공리저수지,댐,충청남도 홍성군 구항면,19850101
경천저수지,댐,충청남도 공주시 계룡면,19670101
순성저수지,댐,충청남도 당진군 면천면,19591231
초대저수지,댐,충청남도 당진군 신평면,19751230
방동저수지,댐,대전광역시 유성구 방동,19770101
덕용저수지,댐,충청남도 부여군 충화면,19550531
대천방조제,하천,충청남도 보령시 대천방조제로,19601230
반산저수지,댐,충청남도 부여군 규암면,19560630
신창저수지,댐,충청남도 서산시 운산면,19780601
신송저수지,댐,충청남도 서산시 고북면,19841231
수룡저수지,댐,충청남도 태안군 근흥면,19601231
성암저수지,댐,충청남도 서산시 음암면,19661231
산수저수지,댐,충청남도 서산시 해미면,19621231
고풍저수지,댐,충청남도 서산시 운산면,19751231
고남저수지,댐,충청남도 서산시 성연면,19680101
풍전저수지,댐,충청남도 서산시 인지면,19420121
잠홍저수지,댐,충청남도 서산시 잠홍동,19581231
복심저수지,댐,충청남도 부여군 충화면,19300901
옥산저수지,댐,충청남도 부여군 옥산면,19300901
동부저수지,댐,충청남도 서천군 시초면,19260610
왕암저수지,댐,충청남도 논산시 가야곡면,19640820
옥서저수지,댐,충청남도 보령시 남포면,19610101
예당저수지,댐,충청남도 예산군 대흥면,19641231
탑정저수지,댐,충청남도 논산시 부적면,19440831
청천저수지,댐,충청남도 보령시 죽정동,19600930
삽교천방조제,하천,충청남도 당진군 신평면,19791130
대호방조제,하천,충청남도 서산시 대산읍,19850930
용신양배수장,하천,전라북도 김제시 양전동,19860404
구석배수장,하천,전라북도 정읍시 신태인읍,19811001
궁사배수장,하천,전라북도 정읍시 태인면,19810601
오산배수장,하천,전라북도 익산시 오산면,19860101
황산배수장,하천,전라북도 김제시 여수해1길,19860101
공덕2호배수장,하천,전라북도 김제시 공덕면,19840601
송천1호배수문,하천,전라북도 전주시 덕진구 송천동2가,19601231
석남저수지,댐,전라북도 고창군 상하면,19450101
구림저수지,댐,전라북도 순창군 구림면,19601231
팔덕저수지,댐,전라북도 순창군 팔덕면,19580101
금풍저수지,댐,전라북도 남원시 주생면 도산리,19710101
흥덕저수지,댐,전라북도 고창군 흥덕면,19141201
입암저수지,댐,전라북도 정읍시 입암면,19580101
용산저수지,댐,전라북도 정읍시 신정동,19650101
신림저수지,댐,전라북도 고창군 신림면,19560101
고마저수지,댐,전라북도 부안군 동진면,19581230
화정저수지,댐,전라북도 완주군 고산면,19781130
궁산저수지,댐,전라북도 고창군 심원면,19450101
애당저수지,댐,전라북도 정읍시 소성면 주천리,19711203
수청저수지,댐,전라북도 정읍시 칠보면,19851230
부전저수지,댐,전라북도 정읍시 부전동,19851220
만수저수지,댐,전라북도 정읍시 고부면,19470101
내장저수지,댐,전라북도 정읍시 내장동,19640101
능저수지,댐,전라북도 김제시 만경읍,19301231
금평저수지,댐,전라북도 김제시 금산면,19610430
백산저수지,댐,전라북도 김제시 백산면,19691231
대화저수지,댐,전라북도 김제시 금구면,19671231
동상저수지,댐,전라북도 완주군 동상면,19650101
백석저수지,댐,전라북도 전주시 덕진구 전미동1가,19640101
구이저수지,댐,전라북도 완주군 구이면,19631230
광곡저수지,댐,전라북도 완주군 구이면,19841230
왕궁저수지,댐,전라북도 익산시 왕궁면,19310101
미륵(낭산)저수지,댐,전라북도 익산시 낭산면,19470101
사산저수지,댐,전라북도 부안군 주산면,19621230
대위저수지,댐,전라북도 군산시 회현면,19620101
미룡저수지,댐,전라북도 군산시 미룡동,19591231
옥구저수지,댐,전라북도 군산시 옥구읍,19231230
옥곡저수지,댐,전라북도 군산시 성산면,19751230
옥녀저수지,댐,전라북도 군산시 개사동,19701230
덕산저수지,댐,전라북도 무주군 안성면,19811031
도천저수지,댐,전라북도 고창군 심원면,19450101
장남저수지,댐,전라북도 장수군 번암면,19841020
노동저수지,댐,전라북도 고창군 고창읍,19560101
주촌저수지,댐,전라북도 남원시 운봉읍,19610101
고수저수지,댐,전라북도 고창군 고수면,19560101
인교저수지,댐,전라북도 전주시 덕진구 우아동1가,19611030
청호저수지,댐,전라북도 부안군 계화면,19711230
경천저수지,댐,전라북도 완주군 경천면,19371230
호성제1취수문,하천,전라북도 전주시 덕진구 호성동2가,19840101
남정배수장,하천,전라북도 김제시 용지면,19771210
금천배수장,하천,전라남도 나주시 금천면 오강리,19860101
관산방조제,하천,전라남도 장흥군 관산읍 고마리,19181231
백수방조제,하천,전라남도 영광군 백수읍 지산리,19770225
손불방조제,하천,전라남도 함평군 손불면 월천리,19261125
염산방조제,하천,전라남도 영광군 염산면 봉남리,19331228
덕촌방조제,하천,전라남도 장흥군 양하덕촌길,19771231
관덕방조제,하천,전라남도 장흥군 회진면 회진리,19651231
오마방조제,하천,전라남도 고흥군 도덕면 오마리,19680820
외동저수지,댐,전라남도 담양군 창평면 외동리,19621230
만봉저수지,댐,전라남도 나주시 봉황면 만봉리,19570101
금월보 배수통문,하천,전라남도 담양군 담양읍 금월리,19720101
전남방조제,하천,전라남도 영광군 법성면 진내리,19241220
광양방조제,하천,전라남도 순천시 조례2길,19671221
제월제2배수문,하천,전라남도 곡성군 입면 제월리,19801231
입석저수지,댐,전라남도 영암군 금정면 남송리,19660520
백용저수지,댐,전라남도 나주시 다시면,19320101
학파1저수지,댐,전라남도 영암군 서호면,19520101
율치저수지,댐,전라남도 영암군 학산면,19590101
쌍정저수지,댐,전라남도 영암군 영암읍,19691230
사천저수지,댐,전라남도 진도군 의신면,19631230
봉암저수지,댐,전라남도 진도군 지산면,19791230
둔전저수지,댐,전라남도 진도군 군내면,19581230
일로2호저수지,댐,전라남도 무안군 몽탄면 당호리,19451231
감돈저수지,댐,전라남도 무안군 몽탄면 봉명리,19451231
대곡저수지,댐,전라남도 보성군 조성면,19791230
구시저수지,댐,전라남도 해남군 현산면,19630101
양촌저수지,댐,전라남도 해남군 삼산면,19610101
신덕저수지,댐,전라남도 해남군 화원면,19860101
신촌저수지,댐,전라남도 장흥군 안양면,19831231
지정저수지,댐,전라남도 장흥군 관산읍,19251231
수동저수지,댐,전라남도 장흥군 대덕읍,19661230
덕촌저수지,댐,전라남도 장흥군 대덕읍,19781231
군곡저수지,댐,전라남도 해남군 송지면,19610101
금전저수지,댐,전라남도 화순군 한천면,19620101
죽암방조제,하천,전라남도 고흥군 동강면 죽암리,19780812
보성방조제,하천,전라남도 보성군 득량만길,19371230
대정저수지,댐,전라북도 고창군 공음면,19240101
수양저수지,댐,전라남도 장성군 삼서면,19591230
성양저수지,댐,전라남도 영암군 군서면,19530101
도갑저수지,댐,전라남도 영암군 군서면,19731230
구성저수지,댐,전라남도 곡성군 오곡면,19300101
광주저수지,댐,전라남도 담양군 고서면,19760930
옥실저수지,댐,전라남도 영광군 염산면,19860101
오동저수지,댐,전라남도 영광군 염산면,19300101
길용저수지,댐,전라남도 영광군 백수읍,19790101
지정저수지,댐,광주광역시 광산구 명화동,19260101
증광저수지,댐,전라남도 보성군 벌교읍,19791230
영천저수지,댐,전라남도 보성군 회천면,19851230
도촌저수지,댐,전라남도 보성군 득량면,19851230
덕산저수지,댐,전라남도 보성군 득량면,19791230
안심저수지,댐,전라남도 화순군 이서면,19870101
송단저수지,댐,전라남도 화순군 북면,19830101
서성저수지,댐,전라남도 화순군 동면,19720101
장치저수지,댐,전라남도 화순군 이양면,19780101
추동저수지,댐,전라남도 보성군 벌교읍,19851230
천은저수지,댐,전라남도 구례군 광의면,19851231
대지저수지,댐,전라남도 구례군 마산면,19291231
구만저수지,댐,전라남도 구례군 광의면,19731231
원등저수지,댐,전라남도 고흥군 동강면,19620101
연화저수지,댐,전라남도 해남군 화산면,19610101
임천저수지,댐,전라남도 강진군 강진읍,19451230
월남저수지,댐,전라남도 강진군 성전면,19671230
성전저수지,댐,전라남도 강진군 성전면,19601230
연봉2저수지,댐,전라남도 고흥군 점암면,19340101
삼흥저수지,댐,전라남도 강진군 칠량면,19611230
풍도저수지,댐,전라남도 고흥군 풍양면,19580101
해원저수지,댐,전라남도 해남군 송지면,19451230
유천저수지,댐,전라남도 화순군 동복면,19840101
대동저수지,댐,전라남도 함평군 대동면,19460101
운천저수지,댐,전라남도 순천시 별량면,19701130
대포저수지,댐,전라남도 여수시 소라면,19340101
대룡저수지,댐,전라남도 순천시 별량면,19781231
백운저수지,댐,전라남도 광양시 봉강면,19670101
영동저수지,댐,전라남도 강진군 마량면,19781231
당전저수지,댐,전라남도 강진군 대구면,19841231
월천저수지,댐,전라남도 함평군 손불면,19260101
담양저수지,댐,전라남도 담양군 금성면,19760930
장성저수지,댐,전라남도 장성군 장성읍,19761030
